wagnum,month,target_month,target_day,60d_opor_station_sign_max,5d_st_river_sign_mean,60d_st_border_sign_mean,60d_st_car_sign_max,30d_st_car_sign_max,60d_avg_distance_max,5d_st_sea_sign_max,30d_st_freigh_sign_mean,10d_st_sea_sign_mean,60d_st_freigh_sign_max,10d_avg_distance_max,60d_st_sea_sign_mean,10d_opor_station_sign_mean,10d_naliv_mean,30d_diff_mean,30d_st_border_sign_mean,30d_st_freigh_sign_max,60d_st_freigh_sign_mean,30d_st_border_sign_max,5d_opor_station_sign_max,60d_st_ferry_sign_mean,5d_st_ferry_sign_max,10d_st_ferry_sign_mean,60d_naval_mean,10d_st_freigh_sign_mean,5d_st_sea_sign_mean,5d_skoroport_mean,10d_st_border_sign_mean,10d_opor_station_sign_max,5d_st_freigh_sign_mean,30d_opor_station_sign_mean,60d_opor_station_sign_mean,5d_openvagons_mean,10d_st_car_sign_max,60d_openvagons_mean,30d_openvagons_mean,5d_st_border_sign_max,10d_diff_mean,5d_diff_mean,10d_st_river_sign_mean,60d_st_sea_sign_max,60d_st_car_sign_mean,10d_another_road_max,60d_naliv_mean,10d_naval_mean,10d_skoroport_mean,5d_opor_station_sign_mean,30d_nasip_mean,10d_soprovod_mean,30d_isload_mean,60d_nasip_mean,60d_st_river_sign_max,60d_diff_mean,10d_nasip_mean,30d_avg_distance_max,5d_st_border_sign_mean,30d_naval_mean,5d_avg_distance_min,60d_skoroport_mean,5d_avg_distance_max,60d_isload_mean,10d_openvagons_mean,30d_st_sea_sign_mean,10d_smerz_mean,5d_smerz_mean,10d_isload_mean,10d_st_ferry_sign_max,5d_another_road_max,5d_soprovod_mean,30d_naliv_mean,5d_naval_mean,5d_st_car_sign_max,30d_st_ferry_sign_mean,60d_st_river_sign_mean,5d_naliv_mean,60d_st_ferry_sign_max,10d_st_border_sign_max,10d_st_freigh_sign_max,30d_st_car_sign_mean,10d_avg_distance_min,5d_st_car_sign_mean,30d_another_road_max,5d_st_ferry_sign_mean,30d_smerz_mean,30d_opor_station_sign_max,10d_st_river_sign_max,60d_smerz_mean,30d_soprovod_mean,30d_st_river_sign_max,30d_skoroport_mean,5d_st_freigh_sign_max,10d_st_sea_sign_max,30d_avg_distance_min,60d_st_border_sign_max,30d_st_ferry_sign_max,5d_st_river_sign_max,30d_st_river_sign_mean,30d_st_sea_sign_max,60d_soprovod_mean,60d_another_road_max,5d_isload_mean,10d_st_car_sign_mean,60d_avg_distance_min,5d_nasip_mean,date_kap,date_dep,kod_vrab,date_pl_rem,days_to_pl_rem,last_rem_date,days_from_last_rem,ost_prob,manage_type,rod_id_x,reestr_state,ownership_type,model,rod_id_y,gruz,cnsi_gruz_capacity,cnsi_volumek,tara,date_build,srok_sl,zavod_build,date_iskl,cnsi_probeg_dr,cnsi_probeg_kr,kuzov,telega,tormoz,tipvozd,tippogl,norma_km,ownertype,expected_srok_sl_y,expected_srok_sl_y_b,date_build_b
107,2023-02-01,0,0,,7.0,,,0.0,,0.0,157.0,0.0,,2327.722972972973,,3.0,0.0,201.8,4.0,157.0,,4.0,3.0,,0.0,0.0,,157.0,0.0,0.0,4.0,3.0,157.0,3.0,,0.0,0.0,,0.0,4.0,367.1,262.6,7.0,,,1.0,,0.0,0.0,3.0,0.0,0.0,0.6,,,,0.0,2327.722972972973,4.0,0.0,1786.7841726618706,,1829.8765432098764,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4.0,157.0,0.0,1786.7841726618706,0.0,1.0,0.0,0.0,3.0,7.0,,0.0,7.0,0.0,157.0,0.0,1786.7841726618706,,0.0,7.0,7.0,0.0,,,0.0,0.0,,0.0,,2019-11-23,1,2022-11-23,-70,2019-11-23,1166,146353,0,0,1,0,11-280,0,680,680,138.0,258,2010-01-18,2041-11-20,1,,110,160,2,9,2,4,11,160000,0,31.86027397260274,long,"(2007, 2017]"
108,2023-02-01,0,0,,7.0,,,0.0,,0.0,157.0,0.0,,2001.6883116883116,,3.0,0.0,95.96666666666667,4.0,157.0,,4.0,3.0,,0.0,0.0,,157.0,0.0,0.0,4.0,3.0,157.0,3.0,,0.0,0.0,,0.0,4.0,0.0,0.0,7.0,,,1.0,,0.0,0.0,3.0,0.0,0.0,0.7666666666666667,,,,0.0,2001.6883116883116,4.0,0.0,2001.6883116883116,,2001.6883116883116,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4.0,157.0,0.0,2001.6883116883116,0.0,1.0,0.0,0.0,3.0,7.0,,0.0,7.0,0.0,157.0,0.0,1151.6666666666667,,0.0,7.0,7.0,0.0,,,1.0,0.0,,0.0,,2019-08-13,1,2022-08-13,-172,2019-08-13,1268,127700,0,0,1,0,11-280,0,680,680,138.0,260,2008-09-23,2039-05-07,1,,110,160,2,9,2,6,2,160000,0,30.638356164383563,long,"(2007, 2017]"
109,2023-02-01,0,0,,7.2,,,0.0,,9.0,276.53333333333336,3.6,,1784.5564338835438,,0.0,0.0,80.83333333333333,5.133333333333334,335.0,,12.0,0.0,,3.0,1.2,,291.2,7.2,0.0,5.4,0.0,320.4,0.0,,0.0,0.0,,0.0,12.0,80.5,79.6,7.6,,,1.0,,0.0,0.0,0.0,0.5333333333333333,0.0,0.4,,,,0.0,2729.3718592964824,9.8,0.5333333333333333,204.75,,1737.9473684210527,,0.0,3.6,0.0,0.0,0.4,3.0,1.0,0.0,0.0,0.0,0.0,1.2,,0.0,,12.0,335.0,0.0,204.75,0.0,1.0,2.4,0.0,0.0,8.0,,0.0,8.0,0.0,335.0,9.0,204.75,,3.0,8.0,7.333333333333333,9.0,,,0.8,0.0,,0.0,,2019-10-16,1,2022-10-16,-108,2019-10-16,1204,153558,0,0,1,0,11-280,0,680,680,138.0,258,2008-07-03,2039-01-20,1,,110,160,2,9,2,1,11,160000,0,30.56986301369863,long,"(2007, 2017]"
110,2023-02-01,0,0,,7.0,,,0.0,,9.0,283.9,8.6,,4044.8,,0.0,0.0,86.23333333333333,3.6,335.0,,12.0,0.0,,3.0,2.7,,327.7,9.0,0.0,10.8,0.0,335.0,0.0,,0.0,0.0,,0.0,12.0,62.3,29.0,7.4,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,,,,0.0,4044.8,12.0,0.0,4044.8,,4044.8,,0.0,6.2,0.0,0.0,0.4,3.0,1.0,0.0,0.0,0.0,0.0,0.9,,0.0,,12.0,335.0,0.0,3172.0,0.0,1.0,3.0,0.0,0.0,11.0,,0.0,11.0,0.0,335.0,9.0,266.0,,3.0,7.0,9.8,9.0,,,0.0,0.0,,0.0,,2020-05-21,1,2023-05-21,109,2020-05-21,986,29082,0,0,1,0,11-280,0,680,680,138.0,258,2007-11-28,2040-11-16,1,,110,160,2,9,2,6,11,160000,0,32.99178082191781,long,"(2000, 2007]"
111,2023-02-01,0,0,,2.0,,,0.0,,9.0,447.0,9.0,,1184.0,,0.0,0.0,0.0,11.0,447.0,,11.0,0.0,,2.0,2.0,,447.0,9.0,0.0,11.0,0.0,447.0,0.0,,0.0,0.0,,0.0,11.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1184.0,11.0,0.0,1184.0,,1184.0,,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,,11.0,447.0,0.0,1184.0,0.0,0.0,2.0,0.0,0.0,2.0,,0.0,2.0,0.0,447.0,9.0,1184.0,,2.0,2.0,2.0,9.0,,,0.0,0.0,,0.0,,2019-08-06,1,2022-08-06,-179,2019-08-06,1275,135893,0,0,1,0,11-280,0,680,680,138.0,257,2007-08-06,2039-03-26,1,,110,160,2,9,2,4,11,160000,0,31.65753424657534,long,"(2000, 2007]"
112,2023-02-01,0,0,,7.0,,,0.0,,0.0,207.0,0.0,,1784.5564338835438,,0.0,0.0,29.233333333333334,0.0,207.0,,0.0,0.0,,0.0,0.0,,207.0,0.0,0.0,0.0,0.0,207.0,0.0,,0.0,0.0,,0.0,0.0,47.7,0.0,7.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.43333333333333335,,,,0.0,1784.5564338835438,0.0,0.0,1151.1521739130435,,1784.5564338835438,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,207.0,0.0,1151.1521739130435,0.0,1.0,0.0,0.0,0.0,7.0,,0.0,7.0,0.0,207.0,0.0,1151.1521739130435,,0.0,7.0,7.0,0.0,,,1.0,0.0,,0.0,2022-04-18,2019-05-03,0,2025-04-18,807,2022-04-18,289,110371,0,0,1,0,11-280,0,680,680,138.0,258,2008-03-02,2040-05-12,1,,110,160,2,9,2,4,5,160000,0,32.21643835616438,long,"(2007, 2017]"
113,2023-02-01,0,0,,7.0,,,0.0,,9.0,311.26666666666665,9.0,,2081.090909090909,,0.0,0.0,217.33333333333334,10.933333333333334,335.0,,12.0,0.0,,3.0,3.0,,335.0,9.0,0.0,12.0,0.0,335.0,0.4,,0.0,0.0,,0.0,12.0,581.1,17.0,7.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2463.222222222222,12.0,0.0,1784.5564338835438,,2081.090909090909,,0.0,7.8,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.6,,0.0,,12.0,335.0,0.0,797.0,0.0,1.0,3.0,0.0,3.0,7.0,,0.0,7.0,0.0,335.0,9.0,797.0,,3.0,7.0,7.0,9.0,,,0.0,0.0,,0.0,,2019-10-28,1,2022-10-28,-96,2019-10-28,1192,141957,0,0,1,0,11-280,0,680,680,138.0,258,2010-09-12,2039-10-22,1,,110,160,2,9,2,6,11,160000,0,29.12876712328767,long,"(2007, 2017]"
114,2023-02-01,0,0,,2.0,,,0.0,,9.0,332.56666666666666,9.0,,1784.5564338835438,,0.0,0.0,139.7,5.166666666666667,447.0,,11.0,0.0,,2.0,2.0,,447.0,9.0,0.0,11.0,0.0,447.0,0.23333333333333334,,0.0,0.0,,0.0,11.0,176.0,65.0,2.0,,,1.0,,0.0,0.0,0.0,0.3333333333333333,0.0,0.4666666666666667,,,,0.0,2637.3333333333335,11.0,0.3333333333333333,579.3333333333334,,1784.5564338835438,,0.0,3.6,0.0,0.0,0.4,2.0,1.0,0.0,0.0,0.0,0.0,0.8,,0.0,,11.0,447.0,0.0,579.3333333333334,0.0,1.0,2.0,0.0,7.0,2.0,,0.0,8.0,0.0,447.0,9.0,579.3333333333334,,2.0,2.0,5.333333333333333,9.0,,,0.0,0.0,,0.0,2021-12-20,2018-11-25,0,2024-12-20,688,2021-12-20,408,100950,0,0,1,0,11-280,0,680,680,138.0,258,2009-07-19,2042-05-14,1,,110,160,2,9,2,4,11,160000,0,32.84109589041096,long,"(2007, 2017]"
115,2023-02-01,0,0,,6.0,,,0.0,,0.0,257.53333333333336,0.0,,1784.5564338835438,,0.0,0.0,110.6,5.666666666666667,335.0,,12.0,0.0,,0.0,0.5,,229.0,0.0,0.0,1.0,0.0,281.0,0.0,,0.0,0.0,,0.0,0.0,240.4,480.8,7.5,,,1.0,,0.0,0.0,0.0,0.4,0.0,0.5333333333333333,,,,0.0,2681.5714285714284,0.0,0.4,1784.5564338835438,,1784.5564338835438,,0.0,3.6,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.6333333333333333,,0.0,,2.0,281.0,0.0,1636.655172413793,0.0,1.0,0.0,0.0,0.0,9.0,,0.0,9.0,0.0,281.0,0.0,1522.3846153846155,,3.0,6.0,7.7,9.0,,,1.0,0.0,,0.0,,2019-08-23,1,2022-08-23,-162,2019-08-23,1258,139319,0,0,1,0,11-280,0,680,680,138.0,258,2008-05-22,2040-12-30,1,,110,160,2,9,2,6,2,160000,0,32.63013698630137,long,"(2007, 2017]"
116,2023-02-01,0,0,,5.8,,,1.0,,0.0,129.33333333333334,0.0,,2080.25,,0.0,0.0,236.66666666666666,0.4,317.0,,6.0,0.0,,0.0,0.0,,135.6,0.0,0.0,0.0,0.0,166.2,0.0,,0.0,0.0,,0.0,0.0,10.8,21.6,4.9,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,,,,0.0,3846.6944444444443,0.0,0.0,1599.642857142857,,2080.25,,0.0,1.2,0.0,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.13333333333333333,,0.0,,0.0,207.0,0.06666666666666667,1599.642857142857,0.0,1.0,0.0,0.0,0.0,7.0,,0.0,7.0,0.0,207.0,0.0,1028.076923076923,,2.0,7.0,4.366666666666666,18.0,,,0.6,0.0,,0.0,,2019-09-26,1,2022-09-26,-128,2019-09-26,1224,142759,0,0,1,0,11-280,0,680,680,138.0,258,2010-01-28,2041-06-26,1,,110,160,2,9,2,1,4,160000,0,31.43013698630137,long,"(2007, 2017]"
117,2023-02-01,0,0,,4.0,,,0.0,,0.0,137.4,0.0,,2569.8,,2.8,0.0,82.83333333333333,3.6,159.0,,6.0,0.0,,0.0,0.0,,126.6,0.0,0.0,2.4,7.0,105.0,4.2,,0.0,0.0,,0.0,0.0,22.1,44.2,2.4,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,,,,0.0,2569.8,0.0,0.0,1385.0,,1784.5564338835438,,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6.0,159.0,0.0,1385.0,0.0,1.0,0.0,0.0,7.0,4.0,,0.0,4.0,0.0,105.0,0.0,1121.5,,0.0,4.0,1.6,0.0,,,0.0,0.0,,0.0,,2019-10-13,1,2022-10-13,-111,2019-10-13,1207,145292,0,0,1,0,11-280,0,680,680,138.0,258,2006-11-16,2039-02-03,1,,110,160,2,9,2,6,11,160000,0,32.23835616438356,long,"(2000, 2007]"
118,2023-02-01,0,0,,7.0,,,0.0,,9.0,311.26666666666665,5.4,,1375.6,,1.2,0.0,26.7,10.933333333333334,335.0,,12.0,3.0,,3.0,1.8,,263.8,1.8,0.0,8.8,3.0,192.6,0.4,,0.0,0.0,,0.0,12.0,4.4,8.8,7.0,,,1.0,,0.0,0.0,2.4,0.0,0.0,0.13333333333333333,,,,0.0,1995.0,5.6,0.0,812.0,,1375.6,,0.0,7.8,0.0,0.0,0.4,3.0,1.0,0.0,0.0,0.0,0.0,2.6,,0.0,,12.0,335.0,0.0,812.0,0.0,1.0,0.6,0.0,3.0,7.0,,0.0,7.0,0.0,335.0,9.0,812.0,,3.0,7.0,7.0,9.0,,,0.8,0.0,,0.0,,2019-11-03,1,2022-11-03,-90,2019-11-03,1186,150414,0,0,1,0,11-280,0,680,680,138.0,258,2009-05-14,2041-01-31,1,,110,160,2,9,2,1,4,160000,0,31.73972602739726,long,"(2007, 2017]"
119,2023-02-01,0,0,,7.0,,,0.0,,0.0,192.0,0.0,,2119.0982905982905,,0.0,0.0,155.3,2.7666666666666666,447.0,,11.0,0.0,,1.0,0.3,,126.6,0.0,0.0,0.6,0.0,148.2,0.0,,0.0,0.0,,0.0,2.0,40.0,80.0,5.5,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.43333333333333335,,,,0.0,5613.0,1.2,0.0,1789.625,,2119.0982905982905,,0.0,2.1,0.0,0.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.5666666666666667,,0.0,,2.0,177.0,0.0,1789.625,0.0,1.0,0.6,0.0,0.0,9.0,,0.0,9.0,0.0,177.0,0.0,1789.625,,2.0,9.0,4.033333333333333,9.0,,,0.6,0.0,,0.0,,2019-09-18,1,2022-09-18,-136,2019-09-18,1232,144853,0,0,1,0,11-280,0,680,680,138.0,258,2008-03-02,2041-05-30,1,,110,160,2,9,2,6,11,160000,0,33.26575342465753,long,"(2007, 2017]"
120,2023-02-01,0,0,,7.0,,,0.0,,0.0,157.0,0.0,,3807.285714285714,,3.0,0.0,104.86666666666666,4.0,157.0,,4.0,3.0,,0.0,0.0,,157.0,0.0,0.0,4.0,3.0,157.0,3.0,,0.0,0.0,,0.0,4.0,0.8,0.0,7.0,,,1.0,,0.0,0.0,3.0,0.0,0.0,1.0,,,,0.0,3807.285714285714,4.0,0.0,3807.285714285714,,3807.285714285714,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4.0,157.0,0.0,3807.285714285714,0.0,1.0,0.0,0.0,3.0,7.0,,0.0,7.0,0.0,157.0,0.0,1748.0,,0.0,7.0,7.0,0.0,,,1.0,0.0,,0.0,2021-09-14,2019-06-27,0,2024-09-14,591,2021-09-14,505,83783,0,0,1,0,11-280,0,680,680,138.0,258,2010-04-18,2040-06-04,1,,110,160,2,9,2,4,11,160000,0,30.15068493150685,long,"(2007, 2017]"
121,2023-02-01,0,0,,0.8,,,0.0,,0.0,175.2,0.0,,4188.1,,5.6,0.0,55.8,1.8666666666666667,465.0,,8.0,7.0,,0.0,0.0,,173.7,0.0,0.0,5.6,7.0,220.2,1.8666666666666667,,0.0,0.0,,0.0,8.0,167.4,0.0,0.4,,,1.0,,0.1,0.0,5.6,0.03333333333333333,0.0,0.6,,,,0.1,4188.1,6.4,0.03333333333333333,889.6363636363636,,1610.5833333333333,,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.2,0.0,0.0,,0.0,,8.0,465.0,0.0,461.3333333333333,0.0,1.0,0.0,0.0,7.0,4.0,,0.0,7.0,0.0,465.0,0.0,461.3333333333333,,0.0,4.0,4.1,0.0,,,0.2,0.0,,0.2,2022-03-09,2019-04-07,0,2025-03-09,767,2022-03-09,329,114140,0,0,1,0,11-280,0,680,680,138.0,258,2007-07-13,2041-05-09,1,,110,160,2,9,2,4,11,160000,0,33.846575342465755,long,"(2000, 2007]"
122,2023-02-01,0,0,,7.0,,,0.0,,0.0,62.1,0.0,,4748.833333333333,,0.0,0.0,10.5,0.0,207.0,,0.0,0.0,,0.0,0.0,,186.3,0.0,0.0,0.0,0.0,207.0,0.0,,0.0,0.0,,0.0,0.0,1.3,0.0,6.3,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.6,,,,0.0,4748.833333333333,0.0,0.0,4748.833333333333,,4748.833333333333,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,207.0,0.0,956.3333333333334,0.0,1.0,0.0,0.0,0.0,7.0,,0.0,7.0,0.0,207.0,0.0,538.6,,0.0,7.0,2.1,0.0,,,0.0,0.0,,0.0,,2020-07-05,1,2023-07-05,154,2020-07-05,941,50125,0,0,1,0,11-280,0,680,680,138.0,258,2008-04-20,2041-06-25,1,,110,160,2,9,2,1,11,160000,0,33.202739726027396,long,"(2007, 2017]"
123,2023-02-01,0,0,,7.0,,,0.0,,0.0,157.0,0.0,,1565.6852791878173,,3.0,0.0,0.0,4.0,157.0,,4.0,3.0,,0.0,0.0,,157.0,0.0,0.0,4.0,3.0,157.0,3.0,,0.0,0.0,,0.0,4.0,0.0,0.0,7.0,,,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,,,,0.0,1565.6852791878173,4.0,0.0,1565.6852791878173,,1565.6852791878173,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4.0,157.0,0.0,1565.6852791878173,0.0,0.0,0.0,0.0,3.0,7.0,,0.0,7.0,0.0,157.0,0.0,1565.6852791878173,,0.0,7.0,7.0,0.0,,,0.0,0.0,,0.0,,2019-08-18,1,2022-08-18,-167,2019-08-18,1263,140474,0,0,1,0,11-280,0,680,680,138.0,258,2009-09-27,2042-02-27,1,,110,160,2,9,2,6,11,160000,0,32.441095890410956,long,"(2007, 2017]"
124,2023-02-01,0,0,,7.0,,,0.0,,0.0,157.0,0.0,,2209.8,,3.0,0.0,215.76666666666668,4.0,157.0,,4.0,3.0,,0.0,0.0,,157.0,0.0,0.0,4.0,3.0,157.0,3.0,,0.0,0.0,,0.0,4.0,161.2,319.4,7.0,,,1.0,,0.0,0.0,3.0,0.0,0.0,0.5,,,,0.0,2209.8,4.0,0.0,1829.8765432098764,,2209.8,,0.0,0.0,0.0,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4.0,157.0,0.0,1829.8765432098764,0.0,1.0,0.0,0.0,3.0,7.0,,0.0,7.0,0.0,157.0,0.0,1829.8765432098764,,0.0,7.0,7.0,0.0,,,0.4,0.0,,0.0,,2019-11-07,1,2022-11-07,-86,2019-11-07,1182,142996,0,0,1,0,11-280,0,680,680,138.0,257,2010-09-11,2041-04-16,1,,110,160,2,9,2,4,11,160000,0,30.616438356164384,long,"(2007, 2017]"
125,2023-02-01,0,0,,0.0,,,2.0,,0.0,70.8,0.0,,1977.5555555555557,,0.0,0.0,238.53333333333333,0.9,208.0,,3.0,0.0,,0.0,0.0,,12.0,0.0,0.0,0.0,0.0,12.0,0.0,,0.0,0.0,,0.0,0.0,174.4,163.8,0.0,,,1.0,,0.0,0.0,0.0,0.03333333333333333,0.0,0.7,,,,0.0,3199.4375,0.0,0.03333333333333333,1977.5555555555557,,1977.5555555555557,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,12.0,0.6,1977.5555555555557,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,12.0,0.0,440.0,,0.0,0.0,1.8,0.0,,,1.0,0.0,,0.0,,2019-10-22,1,2022-10-22,-102,2019-10-22,1198,135673,0,0,1,0,11-280,0,680,680,138.0,258,2008-07-13,2039-11-26,1,,110,160,2,9,2,4,12,160000,0,31.39178082191781,long,"(2007, 2017]"
126,2023-02-01,0,0,,7.0,,,2.0,,0.0,192.93333333333334,0.0,,2188.294117647059,,0.0,0.0,263.4,0.6,281.0,,3.0,0.0,,0.0,0.0,,166.2,0.0,0.0,0.0,0.0,207.0,0.0,,0.0,0.0,,0.0,0.0,432.5,640.2,5.8,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.4,,,,0.0,2188.294117647059,0.0,0.0,2188.294117647059,,2188.294117647059,,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,207.0,0.4,1784.5564338835438,0.0,1.0,0.0,0.0,0.0,7.0,,0.0,7.0,0.0,207.0,0.0,342.0,,0.0,7.0,5.533333333333333,0.0,,,1.0,0.0,,0.0,2022-03-23,2019-04-22,0,2025-03-23,781,2022-03-23,315,104451,0,0,1,0,11-280,0,680,680,138.0,258,2008-06-11,2040-01-26,1,,110,160,2,9,2,1,11,160000,0,31.646575342465752,long,"(2007, 2017]"
127,2023-02-01,0,0,,2.0,,,0.0,,0.0,149.13333333333333,0.0,,4023.25,,2.4,0.0,188.06666666666666,5.7,159.0,,6.0,7.0,,0.0,0.0,,133.6,0.0,0.0,5.2,7.0,150.2,5.233333333333333,,0.0,0.0,,0.0,6.0,559.6,208.8,2.5,,,1.0,,0.0,0.0,4.8,0.0,0.0,0.3333333333333333,,,,0.0,4023.25,5.4,0.0,2474.0833333333335,,4023.25,,0.0,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6.0,159.0,0.0,2474.0833333333335,0.0,1.0,0.0,0.0,7.0,7.0,,0.0,7.0,0.0,159.0,0.0,2474.0833333333335,,0.0,7.0,0.9333333333333333,0.0,,,0.8,0.0,,0.0,,2019-10-07,1,2022-10-07,-117,2019-10-07,1213,143594,0,0,1,0,11-280,0,680,680,138.0,258,2008-05-29,2041-08-31,1,,110,160,2,9,2,6,5,160000,0,33.27945205479452,long,"(2007, 2017]"
128,2023-02-01,0,0,,2.0,,,0.0,,9.0,329.1333333333333,4.5,,1500.0,,0.0,0.0,197.33333333333334,5.333333333333333,447.0,,11.0,0.0,,2.0,1.0,,354.5,9.0,0.0,6.0,0.0,447.0,0.4666666666666667,,0.0,0.0,,0.0,11.0,133.2,266.4,5.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.4,,,,0.0,3022.705882352941,11.0,0.0,1500.0,,1500.0,,0.0,3.6,0.0,0.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.8,,0.0,,11.0,447.0,0.0,1362.75,0.0,1.0,2.0,0.0,7.0,8.0,,0.0,8.0,0.0,447.0,9.0,99.0,,2.0,2.0,5.066666666666666,9.0,,,1.0,0.0,,0.0,,2019-11-13,1,2022-11-13,-80,2019-11-13,1176,147296,0,0,1,0,11-280,0,680,680,138.0,258,2008-02-26,2040-05-09,1,,110,160,2,9,2,6,11,160000,0,32.221917808219175,long,"(2007, 2017]"
129,2023-02-01,0,0,,3.2,,,0.0,,0.0,353.5,0.0,,2909.0,,0.0,0.0,162.2,9.2,465.0,,12.0,0.0,,0.0,0.0,,418.5,0.0,0.0,7.2,0.0,372.0,0.0,,0.0,0.0,,0.0,8.0,210.1,243.0,3.6,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,,,,0.0,2924.5,6.4,0.0,2072.6153846153848,,2909.0,,0.0,4.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,,0.0,,8.0,465.0,0.0,2072.6153846153848,0.0,1.0,0.0,0.0,0.0,4.0,,0.0,7.0,0.0,465.0,0.0,357.5,,3.0,4.0,5.1,9.0,,,1.0,0.0,,0.0,,2019-10-24,1,2022-10-24,-100,2019-10-24,1196,151638,0,0,1,0,11-280,0,680,680,138.0,258,2007-01-05,2040-07-15,1,,110,160,2,9,2,4,11,160000,0,33.54794520547945,long,"(2000, 2007]"
130,2023-02-01,0,0,,7.0,,,0.0,,0.0,146.53333333333333,0.0,,2209.8,,3.0,0.0,225.1,3.7333333333333334,157.0,,4.0,3.0,,0.0,0.0,,157.0,0.0,0.0,4.0,3.0,157.0,2.8,,0.0,0.0,,0.0,4.0,124.1,239.6,7.0,,,1.0,,0.0,0.0,3.0,0.0,0.0,0.5333333333333333,,,,0.0,2209.8,4.0,0.0,1695.2727272727273,,2209.8,,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4.0,157.0,0.0,1695.2727272727273,0.0,1.0,0.0,0.0,3.0,7.0,,0.0,7.0,0.0,157.0,0.0,1253.111111111111,,0.0,7.0,6.533333333333333,0.0,,,0.6,0.0,,0.0,,2019-11-01,1,2022-11-01,-92,2019-11-01,1188,149179,0,0,1,0,11-280,0,680,680,138.0,258,2010-01-30,2040-11-03,1,,110,160,2,9,2,6,11,160000,0,30.78082191780822,long,"(2007, 2017]"
131,2023-02-01,0,0,,7.8,,,0.0,,9.0,325.26666666666665,5.4,,2521.315789473684,,0.0,0.0,28.433333333333334,10.533333333333333,335.0,,12.0,0.0,,3.0,1.8,,305.8,1.8,0.0,7.6,0.0,276.6,0.0,,0.0,0.0,,0.0,12.0,85.3,170.6,7.4,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,,,,0.0,2521.315789473684,3.2,0.0,1730.076923076923,,2521.315789473684,,0.0,7.8,0.0,0.0,0.4,3.0,1.0,0.0,0.0,0.0,0.0,2.6,,0.0,,12.0,335.0,0.0,1730.076923076923,0.0,1.0,0.6,0.0,0.0,8.0,,0.0,8.0,0.0,335.0,9.0,1730.076923076923,,3.0,8.0,7.133333333333334,9.0,,,0.8,0.0,,0.0,,2019-10-14,1,2022-10-14,-110,2019-10-14,1206,143622,0,0,1,0,11-280,0,680,680,138.0,258,2009-07-11,2042-04-13,1,,110,160,2,9,2,4,11,160000,0,32.778082191780825,long,"(2007, 2017]"
